holistic,text
76.89444444,1.667109542
68.96666667,1.703255873
72.76111111,1.65578818
47.03888889,1.617876105
41.45555556,1.643745408
74.74444444,1.670407566
79.62638889,1.657169797
71.63888889,1.662174981
69.83888889,1.678064389
39.06666667,1.508950636
80.8625,1.691311649
46.11944444,1.600806452
62.80138889,1.594087318
88.18888889,1.679663109
63.38888889,1.668261765
59.71111111,1.644569717
56.17222222,1.609789722
74.95555556,1.660908815
87.63888889,1.668576744
50.74444444,1.667868596
78.23888889,1.676503339
73.43888889,1.673144463
65.83888889,1.641636856
68.45138889,1.634599738
55.51825397,1.601286036
86.53333333,1.671708737
59.6,1.666298258
86.78888889,1.683805742
43.48888889,1.584430072
75.98888889,1.670993213
46.82777778,1.584575323
65.22222222,1.575957442
71.81388889,1.645488932
67.55138889,1.637378774
76.12638889,1.604799927
23.77638889,1.616798354
84.12222222,1.66610683
76.78888889,1.640066469
24.93333333,1.534828194
72.88888889,1.700862578
58.93888889,1.635966048
53.82777778,1.616174344
85.03888889,1.674836144
61.08333333,1.638678421
58.23888889,1.556918929
53.43888889,1.608437862
82.27222222,1.692098553
50.63888889,1.547268557
66.08888889,1.59545128
76.48888889,1.648167704
56.49444444,1.585981681
67.58888889,1.630187827
52.68333333,1.723813426
56.60555556,1.693399001
41.68888889,1.563661349
66.30555556,1.739263612
61.64126984,1.699003015
56.08174603,1.652915063
50.98888889,1.693360197
52.38333333,1.685939228
72.60555556,1.720388403
33.35555556,1.563927227
59.17698413,1.648365892
69.73055556,1.674278902
63.16507937,1.714486064
49.78412698,1.650154364
35.81984127,1.52922499
68.12777778,1.700383389
64.78412698,1.67096919
59.08888889,1.441630006
59.04603175,1.685485323
58.35555556,1.735955293
54.85555556,1.529702962
60.4031746,1.702813608
57.83888889,1.622119771
45.10555556,1.697364279
40.18888889,1.467335149
55.72460317,1.704103367
65.06388889,1.682446474
58.15555556,1.635285339
66.83888889,1.674813856
62.23055556,1.714867693
48.68888889,1.509546275
63.80555556,1.673184089
46.1531746,1.553401576
64.02222222,1.623373078
51.14126984,1.659292475
44.48888889,1.614866157
71.53412698,1.673495166
54.18888889,1.454601626
58.95972222,1.708964508
56.32638889,1.658595215
62.48055556,1.697341054
58.52777778,1.529892608
45.02222222,1.571778502
46.23888889,1.618280163
59.71666667,1.692228665
58.10555556,1.649908172
51.41805556,1.541833205
31.29603175,1.52643598
43.02222222,1.507561424
46.67222222,1.455487249
69.09960317,1.660790137
66.48888889,1.694205351
55.52222222,1.413196939
14.12638889,1.339069908
80.8,1.581517338
72.58888889,1.513713038
65.05,1.635938464
63.78888889,1.398227522
68.87638889,1.7576686
65.75555556,1.633986441
56.43888889,1.451711571
39.43888889,1.378799571
76.60853175,1.604139488
62.75,1.657326213
72.62638889,1.492307934
58.60555556,1.492892297
78.13333333,1.681547354
63.17638889,1.468533293
46.92222222,1.372939457
64.07638889,1.683682554
61.46388889,1.527228631
71.28412698,1.612720524
71.47777778,1.438671595
72.03888889,1.70233774
46.73888889,1.389700196
74.18333333,1.581676522
74.38174603,1.547681272
64.88888889,1.626685237
32.98888889,1.377936148
67.36388889,1.652902888
23.01666667,1.430453185
73.32638889,1.643047807
81.8515873,1.607934723
65.96666667,1.494156941
80.13888889,1.546551431
77.08888889,1.573558637
52.6125,1.601730839
51.97777778,1.35738767
76.38333333,1.561742293
51.83888889,1.387778785
63.93194444,1.620313176
65.03888889,1.593877564
60.79603175,1.61270298
60.6,1.401037829
60.66111111,1.60257839
67.88333333,1.601161487
49.96746032,1.564375529
65.54603175,1.652919901
61.81666667,1.65702509
50.58888889,1.676666409
73.48650794,1.675332116
69.80138889,1.651985196
25.40555556,1.473383841
53.71666667,1.637845726
41.51666667,1.659273513
82.08472222,1.673597719
70.0281746,1.689992096
54.11944444,1.531488692
79.94444444,1.643015608
73.77222222,1.69865162
41.82777778,1.626487388
19.93888889,1.63612831
82.07638889,1.678882676
75.05,1.633923192
61.25138889,1.674708902
76.38333333,1.662018665
75.03888889,1.700716327
68.01388889,1.66212858
44.36388889,1.644943318
15.43888889,1.367699186
62.21666667,1.692156105
52.48888889,1.677731674
81.49444444,1.703886448
25.73888889,1.36134149
70.83888889,1.628688041
22.27222222,1.247946818
66.52222222,1.613391489
62.66388889,1.65669297
61.98353175,1.656738536
62.11388889,1.637730578
54.24047619,1.611888257
57.2781746,1.63474815
65.20873016,1.664918478
36.28888889,1.360062274
62.25138889,1.620494671
57.61111111,1.669545741
13.27916667,1.329882942
74.91388889,1.689979558
56.07380952,1.600421048
47.23888889,1.568786387
51.41111111,1.570747046
77.10555556,1.68532175
17.82638889,1.240086631
47.48888889,1.609592477
72.93888889,1.618033567
56.53888889,1.544625934
62.33888889,1.636347644
77.91805556,1.754742899
71.35555556,1.71495873
68.43888889,1.688080881
71.78888889,1.717358524
19.35,1.606113476
82.93888889,1.728003683
22.47638889,1.486438923
39.55,1.614407082
83.28888889,1.720033858
77.10555556,1.731483032
53.22222222,1.667670254
40.85555556,1.493153783
82.57222222,1.704840444
78.83888889,1.72513449
16.43888889,1.485598053
75.22777778,1.722132291
77.83472222,1.723707996
40.18888889,1.523111861
66.49444444,1.713416378
48.74246032,1.641629351
82.21666667,1.744745178
34.77222222,1.470889926
84.8,1.737505148
54.00555556,1.646076097
78.55793651,1.645534668
47.59365079,1.63404724
70.27222222,1.678332609
44.98333333,1.536097249
71.23888889,1.66285807
38.95972222,1.530830412
19.33888889,1.535855825
73.25138889,1.651897934
59.67222222,1.642628553
50.40555556,1.637722845
55.80138889,1.500714333
66.42222222,1.704261508
58.74444444,1.608050265
80.85555556,1.726643705
37.21388889,1.494840646
24.53888889,1.601042546
34.06388889,1.549938552
76.88333333,1.742264696
41.13888889,1.600994238
42.48888889,1.468034858
40.4031746,1.562052849
38.4531746,1.55586228
50.05555556,1.484073433
53.32083333,1.436771111
68.77222222,1.572980226
60.01388889,1.457243641
66.64027778,1.664469797
54.91507937,1.277820961
77.43888889,1.77947019
70.75833333,1.667178866
55.5,1.402016043
59.04206349,1.288327753
77.91210317,1.617250269
72.38333333,1.709382755
74.55,1.465481758
57.36666667,1.458697482
75.23055556,1.743393191
65.175,1.413221671
63.28611111,1.278793234
70.12638889,1.71922004
72.99444444,1.582057431
70.41805556,1.617829551
57.65416667,1.315618031
70.36666667,1.739909476
62.33333333,1.332408488
76.80138889,1.583549702
72.89722222,1.524872476
74.75138889,1.601209442
52.18194444,1.374578555
76.99444444,1.643899152
57.13888889,1.453803421
72.81388889,1.670212428
76.09166667,1.54851549
68.93888889,1.466409516
64.40138889,1.548192018
70.53611111,1.568461298
67.06388889,1.595541197
61.9875,1.330313178
72.37638889,1.584172217
64.175,1.3462756
69.00138889,1.611033395
68.48333333,1.604341523
67.46666667,1.608596822
56.71666667,1.30698701
59.29444444,1.633895637
68.11944444,1.631338077
63.51031746,1.555894382
78.61746032,1.655709529
62.01666667,1.6568564
71.25138889,1.600894422
73.57638889,1.54816143
71.89722222,1.608632478
73.31388889,1.483722465
76.45674603,1.750680121
65.45277778,1.624044808
33.81388889,1.477721504
52.87638889,1.443239384
73.35138889,1.597435863
67.07777778,1.623856274
69.93888889,1.532896533
34.12638889,1.484411074
75.59365079,1.676824183
67.99603175,1.525723566
54.18888889,1.473022687
75.12638889,1.697666747
58.8625,1.559116788
69.4656746,1.609796692
58.65416667,1.487418528
70.1531746,1.695904649
50.61388889,1.487658511
72.53888889,1.605715336
77.50138889,1.549396376
80.08174603,1.638544793
16.52916667,1.334187004
69.3515873,1.64538417
26.8031746,1.483797009
63.18888889,1.614070397
78.43888889,1.601231549
57.07777778,1.534609279
79.26388889,1.579903919
83.31388889,1.546841867
58.25138889,1.611359042
57.87638889,1.462271507
76.89722222,1.565047096
52.9531746,1.459418262
71.13888889,1.610387619
65.78888889,1.576334599
73.12638889,1.599226856
46.37638889,1.474308593
71.22638889,1.605078561
65.12638889,1.575934152
56.0906746,1.569257169
65.85853175,1.64403891
64.87638889,1.618239001
40.61746032,1.531525927
61.41111111,1.669960729
85.25138889,1.550527686
68.85853175,1.712851929
67.05694444,1.576672937
79.32083333,1.512935384
74.17996032,1.575934761
53.78888889,1.61166079
39.38333333,1.587639435
83.31388889,1.491529747
81.2531746,1.535845748
72.50138889,1.684277604
68.83888889,1.507779144
80.93888889,1.574833726
65.59166667,1.660167836
55.81388889,1.607721531
28.6531746,1.474880973
46.45277778,1.506026809
61.08888889,1.714399653
82.46388889,1.558151844
20.86388889,1.45666265
60.32281746,1.54510253
50.97460317,1.437669643
76.84166667,1.565709343
73.44583333,1.611560995
69.07638889,1.541500008
65.62638889,1.617381968
69.18888889,1.586860343
67.31388889,1.503052899
54.62460317,1.558183672
37.25138889,1.46050486
69.7156746,1.586041267
62.95277778,1.564810189
37.34166667,1.422437588
74.73888889,1.549435599
67.65416667,1.572984558
58.76388889,1.577519167
62.91210317,1.56833377
71.96666667,1.49996559
35.91388889,1.443588202
60.21388889,1.568664285
60.4031746,1.591151802
64.51031746,1.501094247
63.95138889,1.641741993
66.87222222,1.692403249
73.53888889,1.46276294
76.34861111,1.756692126
67.06666667,1.62212906
71.18888889,1.478690008
67.56388889,1.423693763
28.68888889,1.486153685
31.72777778,1.649643795
79.80555556,1.479503199
74.38888889,1.509261312
74.77222222,1.692443975
68.18888889,1.483119932
73.35138889,1.449114916
73.13888889,1.685293766
22.52777778,1.44656355
56.34365079,1.622256849
51.22777778,1.385392186
60.08888889,1.712917278
73.48888889,1.434431085
48.93888889,1.547913001
31.72460317,1.500256081
73.24603175,1.568115911
75.9,1.550023358
72.02222222,1.633292171
71.12638889,1.46819417
72.51388889,1.65427339
72.85138889,1.576386465
63.78888889,1.459874429
65.18888889,1.508718402
74.51388889,1.592079366
68.87638889,1.537040806
53.53888889,1.485795151
58.70555556,1.553648147
67.53888889,1.377200778
70.48888889,1.588553387
68.38888889,1.580061261
60.1531746,1.530664433
56.75,1.420301409
71.58888889,1.619849788
68.53888889,1.610720025
57.18174603,1.581883291
70.33888889,1.587035297
68.03333333,1.62853171
78.7375,1.690790631
42.3,1.59102218
24.82777778,1.589047173
84.4,1.660636908
73.9468254,1.678928894
38.98888889,1.632318771
22.05,1.578971119
84.77222222,1.674599222
79.23333333,1.653467058
36.87638889,1.637744344
68.72222222,1.666989168
68.38333333,1.680957932
28.20555556,1.589070341
65.32777778,1.648753538
47.70873016,1.617599037
79.66111111,1.677595129
19.81666667,1.584703391
85.51111111,1.683011393
39.80555556,1.611099453
71.75634921,1.596305772
34.37539683,1.656404251
45.71666667,1.560829484
48.05,1.59623628
65.90138889,1.618805143
34.04305556,1.538125723
29.82083333,1.541064959
71.60555556,1.629228794
40.01666667,1.595099316
26.77222222,1.615311768
53.54305556,1.666112033
64.18333333,1.648049523
50.49444444,1.637422366
80.27222222,1.679225688
22.11666667,1.536304337
35.82777778,1.491315171
18.85555556,1.544724938
75.425,1.691137939
26.00555556,1.613343459
18.4,1.541330682
28.67698413,1.556457824
48.7156746,1.619460163
36.85555556,1.550619009
80.32281746,1.78506419
83.05694444,1.668168268
73.66388889,1.417125849
49.68888889,1.237758258
75.81388889,1.590252342
78.9875,1.689334704
44.49444444,1.356726919
81.13730159,1.472203917
80.55793651,1.705742162
76.11944444,1.41703735
37.62638889,1.167996608
75.50138889,1.726892766
79.18194444,1.553870889
83.17698413,1.639139532
75.8,1.327786627
75.48888889,1.733501268
42.73888889,1.192442948
82.12638889,1.576430583
73.09960317,1.532410523
72.73353175,1.638456743
68.93888889,1.45653253
73.14722222,1.645278372
67.53888889,1.460030937
78.12638889,1.665964711
85.50138889,1.634726393
71.7781746,1.493919444
74.6031746,1.579276769
70.50833333,1.574852985
70.75138889,1.579206668
42.05,1.22205917
83.06388889,1.606797997
50.56388889,1.263444584
81.7031746,1.660536977
80.30138889,1.616180115
79.00138889,1.643546044
37.00833333,1.201034063
81.12638889,1.6320414
85.00138889,1.632315775
72.43888889,1.573764803
77.3406746,1.667659272
79.58888889,1.679666574
47.50138889,1.661707368
79.37638889,1.742558676
75.06388889,1.777203131
59.79305556,1.686595783
50.12638889,1.552220888
73.60555556,1.721616541
79.40138889,1.739636359
32.70972222,1.462259816
68.56388889,1.738621453
70.70972222,1.771128728
36.07777778,1.48919314
77.8406746,1.727627741
70.2781746,1.682336656
82.79603175,1.784407795
48.91111111,1.47368603
81.8406746,1.761794316
67.33472222,1.686774393
69.75138889,1.681788273
64.23888889,1.668060369
69.62638889,1.719453706
53.43888889,1.498658134
69.49444444,1.713539446
48.9656746,1.546298916
45.29305556,1.597516871
69.25138889,1.697132151
54.56388889,1.64114445
60.62638889,1.703619367
52.1531746,1.557875458
70.43888889,1.739138253
66.81388889,1.66136754
78.61746032,1.773806762
58.37638889,1.532294256
31.68888889,1.567275748
43.68888889,1.567475172
74.79305556,1.770199512
49.81388889,1.637543167
46.48055556,1.513416621
47.36746032,1.554124634
44.42996032,1.511948854
53.84166667,1.429892482
78.23888889,1.667208737
65.3,1.666476286
45.27638889,1.557319115
33.70555556,1.582881135
85.66111111,1.653637548
79.82777778,1.635471219
64.46666667,1.654091207
73.93888889,1.630220982
72.91388889,1.680080757
44.92638889,1.560196941
61.71666667,1.624922698
50.86746032,1.518323124
77.88333333,1.657620274
42.00555556,1.609759612
70.34603175,1.675892917
54.1,1.526506414
67.44603175,1.62597207
43.08174603,1.506462463
65.05694444,1.583101617
65.38333333,1.572895771
72.98174603,1.620993137
24.50138889,1.484483848
51.39722222,1.563516157
74.32777778,1.626442018
57.51031746,1.539984236
59.74444444,1.496275699
54.06388889,1.573105584
62.44444444,1.649868965
56.05,1.533072898
71.37638889,1.624155805
31.62936508,1.553289378
19.67638889,1.46365701
36.37638889,1.512519848
70.27222222,1.666435438
29.21388889,1.431068687
35.38333333,1.570183196
55.36746032,1.592535894
58.7156746,1.460123366
52.58888889,1.560972561
63.96388889,1.455424389
82.5,1.595773254
77.31666667,1.65456667
72.925,1.471978675
16.52222222,1.266102539
83.12638889,1.68009411
48,1.398966705
68.12638889,1.448261915
83.58888889,1.696503461
75.17777778,1.563096094
75.58968254,1.623735065
49.76111111,1.387170232
79.98888889,1.709736654
52.93888889,1.395281143
82.78888889,1.608989118
79.20972222,1.477515137
84.55793651,1.589872404
52.64444444,1.493649844
82.35555556,1.619992974
62.16746032,1.436058414
77.87638889,1.653578178
85.98888889,1.604349705
54.60555556,1.379460845
76.86666667,1.529825918
87.98888889,1.600878283
72.43888889,1.550849115
55.48888889,1.435952522
85.98333333,1.589794967
50.18888889,1.37071961
83.82777778,1.595144109
74.33888889,1.591888769
82.72460317,1.597762804
35.75555556,1.319194086
80.73888889,1.644064156
79.48888889,1.592766277
73.13888889,1.578999799
75.1531746,1.611518112
77.15,1.643280132
73.76746032,1.595869644
66.89027778,1.65260595
48.38333333,1.392945405
70.70138889,1.465202412
80.12936508,1.693259985
68.51388889,1.431435971
37.12638889,1.035873052
69.47638889,1.682384154
64.25833333,1.551732469
75.47460317,1.591227002
44.57777778,1.262527123
68.36388889,1.718335473
24.96388889,1.159650421
68.72638889,1.583511873
77.06388889,1.564635038
74.50138889,1.629387189
55.55694444,1.453680257
68.89722222,1.618518415
63.46031746,1.45368326
67.56388889,1.625824202
79.75138889,1.650069405
57.25833333,1.507849492
73.17638889,1.531139147
71.62638889,1.580192926
60.87638889,1.579941497
11.61388889,1.076711764
74.33571429,1.597398966
35.87638889,1.215533016
72.9531746,1.634279591
66.36388889,1.575993409
70.12638889,1.628302752
35.97361111,1.265164005
66.05138889,1.651530526
71.75138889,1.616507286
64.68888889,1.561079431
70.57281746,1.639384204
70.11388889,1.632348424
21.41666667,1.633563349
80.77222222,1.588201925
80.40555556,1.597843177
62.29305556,1.633431543
73.67638889,1.596197667
72.06746032,1.588464673
40.37222222,1.635249714
34.31388889,1.510411452
51.73253968,1.62314634
64.58888889,1.589960727
36.33333333,1.643831892
79.68333333,1.585720674
41.13888889,1.547301374
28.88888889,1.547706668
49.71666667,1.590586981
72.51031746,1.589621564
51.32777778,1.638665814
66.43333333,1.570389601
45.62638889,1.548528708
57.25138889,1.615153916
73.67460317,1.583653443
51.27222222,1.562639405
58.05,1.577457496
57.12638889,1.576583423
57.01111111,1.591930921
54.22222222,1.570142806
72.80138889,1.570866616
53.78888889,1.592461449
56.18888889,1.556263061
34.26388889,1.560827176
73.09444444,1.559756328
53.67222222,1.559558555
38.29444444,1.596491355
30.33888889,1.580387418
70.04603175,1.558800167
48.58888889,1.602132268
80.88333333,1.658250589
77.31666667,1.65885757
44.96666667,1.584872546
73.10138889,1.663173651
77.97361111,1.668470473
33.63333333,1.522090965
29.60555556,1.655591086
27.91210317,1.575063514
51.77222222,1.685759965
26.37222222,1.541575966
77.30555556,1.685628042
26.25555556,1.586495117
46.73055556,1.601902583
38.96269841,1.611131263
59.32777778,1.609376246
50.66111111,1.556056527
63.52638889,1.595863719
39.79305556,1.58050547
52.3625,1.600367093
69.49444444,1.641793548
40.63888889,1.582151671
50.71666667,1.596106899
46.0281746,1.591298058
44.61666667,1.634247899
33.71666667,1.591205825
76.10555556,1.696040272
39.42222222,1.534088334
39.38888889,1.547965575
27.10555556,1.549929063
71.27222222,1.694367435
26.49444444,1.57858585
27.58333333,1.479166876
24.08968254,1.500835414
56.57281746,1.54229099
42.78333333,1.442537342
76.39444444,1.482209497
